CustomerID,Country,FirstPurchaseDate,LastPurchaseDate,Recency,Frequency,Monetary,TotalTransactions,TotalUnits,R_Score,F_Score,M_Score,RFM_Cell,RFM_Avg_Score,Customer_Segment
16325,United Kingdom,2011-04-08 09:20:00,2011-10-24 08:48:00,47,3,594.24,18,194,3,3,3,3-3-3,3.0,Loyal Customers
15442,United Kingdom,2011-04-05 12:24:00,2011-04-05 12:24:00,249,1,594.0,2,120,1,2,3,1-2-3,2.0,At-Risk
12917,United Kingdom,2011-08-03 16:42:00,2011-08-03 16:42:00,129,1,594.0,2,120,2,2,3,2-2-3,2.33,At-Risk
16535,United Kingdom,2011-12-04 15:18:00,2011-12-04 15:18:00,6,1,593.75,31,356,5,2,3,5-2-3,3.33,Potential Loyalists
18232,United Kingdom,2011-05-26 16:30:00,2011-09-19 11:49:00,82,4,592.97,37,302,2,4,3,2-4-3,3.0,At-Risk
16203,United Kingdom,2010-12-02 15:39:00,2011-10-12 12:31:00,59,4,592.9,35,262,3,4,3,3-4-3,3.33,Loyal Customers
14692,United Kingdom,2011-01-21 13:47:00,2011-07-25 15:08:00,138,4,591.55,68,265,2,4,3,2-4-3,3.0,At-Risk
13276,United Kingdom,2011-09-01 10:03:00,2011-10-07 12:44:00,64,2,590.93,30,161,3,3,3,3-3-3,3.0,Loyal Customers
13270,United Kingdom,2010-12-08 14:53:00,2010-12-08 14:53:00,367,1,590.0,1,200,1,2,3,1-2-3,2.0,At-Risk
13452,United Kingdom,2011-03-14 11:38:00,2011-03-25 14:19:00,260,2,590.0,2,2,1,3,3,1-3-3,2.33,At-Risk
14882,United Kingdom,2011-11-06 10:15:00,2011-11-13 12:47:00,27,2,589.7,11,158,4,3,3,4-3-3,3.33,Loyal Customers
18123,United Kingdom,2011-11-08 13:31:00,2011-11-15 14:23:00,25,2,589.44,36,594,4,3,3,4-3-3,3.33,Loyal Customers
16723,United Kingdom,2011-08-24 11:31:00,2011-09-09 13:01:00,92,2,589.15,43,399,2,3,3,2-3-3,2.67,At-Risk
16838,United Kingdom,2011-02-24 15:01:00,2011-05-26 13:13:00,198,2,588.85,25,185,1,3,3,1-3-3,2.33,At-Risk
14338,United Kingdom,2011-05-27 13:30:00,2011-07-01 14:08:00,162,2,588.22,31,335,2,3,3,2-3-3,2.67,At-Risk
15624,United Kingdom,2011-03-28 13:32:00,2011-08-15 11:38:00,117,4,588.13,34,357,2,4,3,2-4-3,3.0,At-Risk
17351,United Kingdom,2011-03-11 16:05:00,2011-11-03 18:45:00,37,3,587.15,27,113,3,3,3,3-3-3,3.0,Loyal Customers
17014,United Kingdom,2011-10-04 11:36:00,2011-12-01 14:09:00,9,3,586.33,74,245,5,3,3,5-3-3,3.67,Loyal Customers
17360,United Kingdom,2011-06-08 17:09:00,2011-11-22 13:11:00,18,3,585.79,132,335,4,3,3,4-3-3,3.33,Loyal Customers
12384,Switzerland,2011-08-10 11:23:00,2011-11-11 08:39:00,29,2,585.27,27,126,4,3,3,4-3-3,3.33,Loyal Customers
15222,United Kingdom,2011-01-25 08:03:00,2011-01-25 08:03:00,319,1,585.0,5,440,1,2,3,1-2-3,2.0,At-Risk
16384,United Kingdom,2011-03-21 10:13:00,2011-09-11 11:19:00,90,2,584.5,33,260,2,3,3,2-3-3,2.67,At-Risk
16072,United Kingdom,2011-02-24 14:32:00,2011-02-24 14:32:00,289,1,584.32,23,140,1,2,3,1-2-3,2.0,At-Risk
14023,United Kingdom,2011-04-03 15:50:00,2011-12-02 13:58:00,8,2,584.07,31,345,5,3,3,5-3-3,3.67,Loyal Customers
13557,United Kingdom,2011-03-04 12:14:00,2011-11-11 15:24:00,29,2,584.06,34,546,4,3,3,4-3-3,3.33,Loyal Customers
15762,United Kingdom,2011-09-23 15:17:00,2011-10-05 16:15:00,66,2,583.75,37,251,3,3,3,3-3-3,3.0,Loyal Customers
12426,Germany,2011-05-29 12:26:00,2011-05-29 12:26:00,195,1,582.73,30,258,1,2,3,1-2-3,2.0,At-Risk
13427,United Kingdom,2011-05-08 15:58:00,2011-11-20 13:02:00,20,3,582.6,29,545,4,3,3,4-3-3,3.33,Loyal Customers
17970,United Kingdom,2011-05-12 20:03:00,2011-05-12 20:03:00,212,1,582.59,31,525,1,2,3,1-2-3,2.0,At-Risk
12695,France,2011-05-13 13:15:00,2011-12-02 13:22:00,8,4,582.1,27,220,5,4,3,5-4-3,4.0,Champions
18095,United Kingdom,2011-01-11 12:37:00,2011-01-31 12:50:00,313,2,580.05,21,419,1,3,3,1-3-3,2.33,At-Risk
16906,United Kingdom,2011-04-05 12:30:00,2011-09-19 11:49:00,82,4,579.77,93,281,2,4,3,2-4-3,3.0,At-Risk
17142,United Kingdom,2011-04-14 18:22:00,2011-04-14 18:22:00,240,1,579.0,15,81,1,2,3,1-2-3,2.0,At-Risk
13292,United Kingdom,2011-02-28 15:00:00,2011-11-01 10:04:00,39,2,578.94,31,347,3,3,3,3-3-3,3.0,Loyal Customers
17540,United Kingdom,2011-01-27 14:35:00,2011-11-15 11:56:00,25,2,578.9,25,194,4,3,3,4-3-3,3.33,Loyal Customers
12601,Germany,2011-01-11 10:38:00,2011-06-03 10:17:00,190,5,577.06,28,245,1,4,3,1-4-3,2.67,At-Risk
14176,United Kingdom,2010-12-07 11:45:00,2011-02-15 13:12:00,298,4,576.9,31,209,1,4,3,1-4-3,2.67,At-Risk
16916,United Kingdom,2010-12-02 13:14:00,2011-11-16 12:08:00,24,2,576.26,143,440,4,3,3,4-3-3,3.33,Loyal Customers
15830,United Kingdom,2011-11-02 10:40:00,2011-11-02 10:40:00,38,1,576.0,39,415,3,2,3,3-2-3,2.67,Need Attention
15550,United Kingdom,2011-02-11 12:49:00,2011-12-05 15:38:00,5,4,575.63,61,295,5,4,3,5-4-3,4.0,Champions
16345,United Kingdom,2011-10-26 16:03:00,2011-10-26 16:03:00,45,1,575.41,38,289,3,2,3,3-2-3,2.67,Need Attention
13487,United Kingdom,2010-12-21 14:54:00,2011-10-13 12:07:00,58,3,575.4,34,265,3,3,3,3-3-3,3.0,Loyal Customers
14167,United Kingdom,2011-01-12 15:44:00,2011-10-31 14:29:00,40,4,574.84,52,150,3,4,3,3-4-3,3.33,Loyal Customers
14400,United Kingdom,2011-07-13 15:50:00,2011-07-13 15:50:00,150,1,574.7,25,454,2,2,3,2-2-3,2.33,At-Risk
12784,Portugal,2011-11-24 12:53:00,2011-11-30 15:38:00,10,2,574.42,59,300,5,3,3,5-3-3,3.67,Loyal Customers
15339,United Kingdom,2011-01-25 13:15:00,2011-10-04 12:51:00,67,2,574.07,86,416,3,3,3,3-3-3,3.0,Loyal Customers
15303,United Kingdom,2011-02-22 13:59:00,2011-02-22 13:59:00,291,1,574.02,31,248,1,2,3,1-2-3,2.0,At-Risk
12879,United Kingdom,2011-09-09 12:11:00,2011-10-26 12:24:00,45,3,573.22,10,370,3,3,3,3-3-3,3.0,Loyal Customers
15415,United Kingdom,2011-01-30 14:13:00,2011-01-30 14:13:00,314,1,572.81,48,575,1,2,3,1-2-3,2.0,At-Risk
13379,United Kingdom,2011-07-26 12:26:00,2011-11-13 13:45:00,27,3,572.56,97,601,4,3,3,4-3-3,3.33,Loyal Customers
13405,United Kingdom,2011-01-26 09:27:00,2011-09-26 17:01:00,75,3,572.45,27,165,2,3,3,2-3-3,2.67,At-Risk
12816,Poland,2011-06-16 13:24:00,2011-09-05 12:41:00,96,2,572.2,29,128,2,3,3,2-3-3,2.67,At-Risk
13816,Germany,2011-10-06 14:37:00,2011-11-16 08:38:00,24,2,571.67,28,269,4,3,3,4-3-3,3.33,Loyal Customers
17616,United Kingdom,2010-12-07 10:04:00,2011-06-19 10:11:00,174,3,571.2,3,224,2,3,3,2-3-3,2.67,At-Risk
15821,United Kingdom,2011-10-09 13:28:00,2011-10-26 15:48:00,45,2,570.96,62,202,3,3,3,3-3-3,3.0,Loyal Customers
15315,United Kingdom,2011-08-15 15:17:00,2011-10-06 12:51:00,65,2,570.5,37,862,3,3,3,3-3-3,3.0,Loyal Customers
14592,United Kingdom,2011-10-06 18:08:00,2011-11-04 16:35:00,36,3,570.46,164,415,3,3,3,3-3-3,3.0,Loyal Customers
16667,United Kingdom,2011-02-28 12:57:00,2011-10-02 15:26:00,69,2,570.13,53,237,3,3,3,3-3-3,3.0,Loyal Customers
13939,United Kingdom,2011-02-01 11:30:00,2011-11-16 13:33:00,24,3,568.55,45,847,4,3,3,4-3-3,3.33,Loyal Customers
13321,United Kingdom,2011-09-14 15:18:00,2011-09-28 15:24:00,73,2,567.36,11,372,2,3,3,2-3-3,2.67,At-Risk
17897,United Kingdom,2010-12-01 12:31:00,2011-06-20 11:23:00,173,3,566.6,114,229,2,3,3,2-3-3,2.67,At-Risk
18150,United Kingdom,2011-05-22 10:47:00,2011-11-07 16:49:00,33,3,566.58,37,332,3,3,3,3-3-3,3.0,Loyal Customers
16278,United Kingdom,2011-08-31 17:12:00,2011-08-31 17:12:00,101,1,566.38,23,114,2,2,3,2-2-3,2.33,At-Risk
13894,United Kingdom,2011-02-02 12:54:00,2011-11-16 09:44:00,24,3,564.62,27,354,4,3,3,4-3-3,3.33,Loyal Customers
15344,United Kingdom,2011-09-26 14:48:00,2011-12-09 10:45:00,1,3,563.94,26,116,5,3,3,5-3-3,3.67,Loyal Customers
16933,United Kingdom,2011-04-14 13:33:00,2011-12-08 12:54:00,2,2,563.23,44,288,5,3,3,5-3-3,3.67,Loyal Customers
14753,United Kingdom,2011-09-13 14:50:00,2011-09-13 14:50:00,88,1,563.15,30,211,2,2,3,2-2-3,2.33,At-Risk
17265,United Kingdom,2011-06-12 12:00:00,2011-07-24 10:49:00,139,2,562.9,127,394,2,3,3,2-3-3,2.67,At-Risk
12414,Austria,2011-02-02 14:51:00,2011-05-06 14:51:00,218,3,562.41,18,300,1,3,3,1-3-3,2.33,At-Risk
12559,Germany,2011-01-24 10:12:00,2011-02-02 09:49:00,311,2,561.71,21,283,1,3,3,1-3-3,2.33,At-Risk
13946,United Kingdom,2011-03-17 10:02:00,2011-09-21 13:33:00,80,3,561.57,11,443,2,3,3,2-3-3,2.67,At-Risk
15655,United Kingdom,2011-04-10 15:25:00,2011-04-10 15:25:00,244,1,560.67,34,324,1,2,3,1-2-3,2.0,At-Risk
13044,United Kingdom,2011-02-21 15:20:00,2011-02-21 15:20:00,292,1,560.47,33,429,1,2,3,1-2-3,2.0,At-Risk
14273,United Kingdom,2011-04-11 13:24:00,2011-10-19 13:20:00,52,4,559.97,29,264,3,4,3,3-4-3,3.33,Loyal Customers
16275,United Kingdom,2011-05-27 12:41:00,2011-05-27 12:41:00,197,1,559.87,33,336,1,2,3,1-2-3,2.0,At-Risk
18043,United Kingdom,2010-12-08 12:35:00,2011-11-15 12:48:00,25,3,559.51,121,282,4,3,3,4-3-3,3.33,Loyal Customers
14177,United Kingdom,2011-06-13 11:10:00,2011-09-14 15:11:00,87,4,559.41,42,205,2,4,3,2-4-3,3.0,At-Risk
12866,Belgium,2011-03-01 14:11:00,2011-03-01 14:11:00,284,1,559.12,26,171,1,2,3,1-2-3,2.0,At-Risk
17503,United Kingdom,2011-11-01 11:12:00,2011-12-07 09:18:00,3,2,558.96,38,486,5,3,3,5-3-3,3.67,Loyal Customers
12987,United Kingdom,2011-05-26 12:00:00,2011-09-27 12:03:00,74,2,558.7,28,219,2,3,3,2-3-3,2.67,At-Risk
13800,United Kingdom,2011-02-03 12:27:00,2011-02-03 12:27:00,310,1,558.32,33,331,1,2,3,1-2-3,2.0,At-Risk
13260,United Kingdom,2011-10-09 13:21:00,2011-10-09 13:21:00,62,1,557.62,8,142,3,2,3,3-2-3,2.67,Need Attention
17955,United Kingdom,2011-05-04 12:29:00,2011-05-25 12:00:00,199,4,557.3,19,273,1,4,3,1-4-3,2.67,At-Risk
17295,United Kingdom,2011-10-06 12:22:00,2011-11-11 10:49:00,29,3,556.95,69,294,4,3,3,4-3-3,3.33,Loyal Customers
16385,United Kingdom,2010-12-08 12:56:00,2011-10-10 13:12:00,61,3,555.89,59,261,3,3,3,3-3-3,3.0,Loyal Customers
14805,United Kingdom,2011-01-30 10:43:00,2011-11-24 16:20:00,16,4,554.65,47,115,4,4,3,4-4-3,3.67,Champions
14891,United Kingdom,2011-06-05 10:58:00,2011-07-14 18:08:00,149,2,554.38,33,505,2,3,3,2-3-3,2.67,At-Risk
14618,United Kingdom,2011-01-06 11:59:00,2011-11-30 13:45:00,10,3,553.44,16,264,5,3,3,5-3-3,3.67,Loyal Customers
15068,United Kingdom,2011-03-28 14:27:00,2011-10-24 14:47:00,47,2,553.36,104,364,3,3,3,3-3-3,3.0,Loyal Customers
12363,Unspecified,2011-04-11 13:29:00,2011-08-22 10:18:00,110,2,552.0,23,408,2,3,3,2-3-3,2.67,At-Risk
17674,United Kingdom,2010-12-06 10:20:00,2011-09-26 13:35:00,75,2,551.04,27,672,2,3,3,2-3-3,2.67,At-Risk
17291,United Kingdom,2011-02-04 13:04:00,2011-02-04 13:04:00,309,1,550.8,1,72,1,2,3,1-2-3,2.0,At-Risk
17235,United Kingdom,2010-12-02 13:38:00,2011-11-14 15:51:00,26,2,550.06,29,224,4,3,3,4-3-3,3.33,Loyal Customers
12390,Belgium,2011-09-21 09:33:00,2011-09-21 09:33:00,80,1,549.84,32,353,2,2,3,2-2-3,2.33,At-Risk
16340,United Kingdom,2011-08-24 14:53:00,2011-08-24 14:53:00,108,1,549.07,153,501,2,2,3,2-2-3,2.33,At-Risk
16536,United Kingdom,2011-08-21 15:54:00,2011-08-21 15:54:00,111,1,548.97,55,251,2,2,3,2-2-3,2.33,At-Risk
16031,United Kingdom,2011-04-06 14:23:00,2011-09-08 13:07:00,93,2,548.94,100,423,2,3,3,2-3-3,2.67,At-Risk
14474,United Kingdom,2011-10-24 13:26:00,2011-10-24 13:26:00,47,1,547.66,29,140,3,2,3,3-2-3,2.67,Need Attention
16811,United Kingdom,2011-11-22 17:19:00,2011-12-05 11:39:00,5,2,547.07,28,477,5,3,3,5-3-3,3.67,Loyal Customers
17637,United Kingdom,2011-08-16 13:25:00,2011-11-08 12:51:00,32,2,547.06,35,280,4,3,3,4-3-3,3.33,Loyal Customers
16211,United Kingdom,2011-09-12 12:11:00,2011-09-12 12:11:00,89,1,547.02,23,154,2,2,3,2-2-3,2.33,At-Risk
17520,United Kingdom,2011-10-17 12:04:00,2011-10-17 12:04:00,54,1,546.81,30,365,3,2,3,3-2-3,2.67,Need Attention
12743,Unspecified,2011-07-28 16:06:00,2011-07-28 16:21:00,135,2,546.43,134,319,2,3,3,2-3-3,2.67,At-Risk
14997,United Kingdom,2011-06-14 16:52:00,2011-10-24 13:28:00,47,3,546.2,26,1120,3,3,3,3-3-3,3.0,Loyal Customers
17806,United Kingdom,2011-11-28 14:12:00,2011-11-28 14:12:00,12,1,546.04,43,727,5,2,3,5-2-3,3.33,Potential Loyalists
12793,Portugal,2010-12-03 15:14:00,2011-01-09 12:12:00,335,2,545.48,24,295,1,3,3,1-3-3,2.33,At-Risk
16475,United Kingdom,2011-03-11 09:39:00,2011-09-12 14:37:00,89,4,544.3,28,319,2,4,3,2-4-3,3.0,At-Risk
13617,United Kingdom,2011-06-12 12:55:00,2011-10-30 13:50:00,41,3,544.18,44,300,3,3,3,3-3-3,3.0,Loyal Customers
13390,United Kingdom,2011-09-26 08:38:00,2011-09-26 08:38:00,75,1,544.08,13,224,2,2,3,2-2-3,2.33,At-Risk
16927,United Kingdom,2010-12-13 11:57:00,2011-08-16 11:10:00,116,3,543.05,6,993,2,3,3,2-3-3,2.67,At-Risk
13278,United Kingdom,2011-10-30 11:49:00,2011-10-30 11:49:00,41,1,542.73,46,537,3,2,3,3-2-3,2.67,Need Attention
16230,United Kingdom,2011-05-03 15:12:00,2011-06-03 10:06:00,190,2,542.03,35,365,1,3,3,1-3-3,2.33,At-Risk
17447,United Kingdom,2011-09-29 10:10:00,2011-10-30 14:18:00,41,2,541.53,36,443,3,3,3,3-3-3,3.0,Loyal Customers
17557,United Kingdom,2011-09-19 14:23:00,2011-11-25 12:57:00,15,3,541.46,34,306,4,3,3,4-3-3,3.33,Loyal Customers
13874,United Kingdom,2010-12-16 18:20:00,2010-12-16 18:20:00,359,1,540.45,18,180,1,2,3,1-2-3,2.0,At-Risk
13812,Germany,2011-08-26 12:54:00,2011-10-28 14:27:00,43,3,539.0,36,333,3,3,3,3-3-3,3.0,Loyal Customers
14496,United Kingdom,2010-12-01 15:35:00,2011-02-01 09:01:00,312,2,538.81,19,159,1,3,3,1-3-3,2.33,At-Risk
15452,United Kingdom,2011-03-20 15:21:00,2011-11-10 12:13:00,30,3,538.73,58,283,4,3,3,4-3-3,3.33,Loyal Customers
15469,United Kingdom,2011-08-11 16:54:00,2011-10-20 16:21:00,51,2,538.55,24,153,3,3,3,3-3-3,3.0,Loyal Customers
15539,United Kingdom,2011-12-02 13:36:00,2011-12-02 13:36:00,8,1,538.46,41,410,5,2,3,5-2-3,3.33,Potential Loyalists
17062,United Kingdom,2010-12-05 11:59:00,2011-01-30 11:01:00,314,4,538.37,70,430,1,4,3,1-4-3,2.67,At-Risk
17345,United Kingdom,2011-05-27 12:26:00,2011-11-24 15:03:00,16,4,537.74,87,346,4,4,3,4-4-3,3.67,Champions
14539,United Kingdom,2011-10-26 12:03:00,2011-11-24 09:50:00,16,2,537.48,32,428,4,3,3,4-3-3,3.33,Loyal Customers
16206,United Kingdom,2011-01-16 11:07:00,2011-10-16 10:41:00,55,4,537.06,63,272,3,4,3,3-4-3,3.33,Loyal Customers
15043,United Kingdom,2011-11-08 14:26:00,2011-11-08 14:26:00,32,1,537.0,3,300,4,2,3,4-2-3,3.0,Potential Loyalists
16804,United Kingdom,2011-03-14 15:48:00,2011-11-16 16:43:00,24,3,536.99,60,246,4,3,3,4-3-3,3.33,Loyal Customers
16233,United Kingdom,2010-12-08 12:51:00,2011-09-29 17:27:00,72,3,536.68,22,174,3,3,3,3-3-3,3.0,Loyal Customers
15535,United Kingdom,2011-01-16 12:35:00,2011-06-19 16:02:00,174,4,536.4,75,143,2,4,3,2-4-3,3.0,At-Risk
16142,United Kingdom,2011-04-04 10:16:00,2011-04-04 10:16:00,250,1,535.34,37,422,1,2,3,1-2-3,2.0,At-Risk
12988,United Kingdom,2011-02-20 14:31:00,2011-02-20 14:31:00,293,1,535.32,92,136,1,2,3,1-2-3,2.0,At-Risk
13000,United Kingdom,2010-12-10 10:26:00,2011-08-25 10:43:00,107,3,534.85,31,379,2,3,3,2-3-3,2.67,At-Risk
13385,United Kingdom,2011-01-14 09:52:00,2011-01-14 09:52:00,330,1,534.57,35,281,1,2,3,1-2-3,2.0,At-Risk
17443,Canada,2011-05-04 10:47:00,2011-05-04 10:47:00,220,1,534.24,1,504,1,2,3,1-2-3,2.0,At-Risk
13434,United Kingdom,2011-09-04 10:35:00,2011-09-26 14:30:00,75,2,534.24,10,300,2,3,3,2-3-3,2.67,At-Risk
13217,United Kingdom,2011-07-06 12:08:00,2011-08-09 15:32:00,123,3,533.98,4,262,2,3,3,2-3-3,2.67,At-Risk
15433,United Kingdom,2011-03-17 14:12:00,2011-05-10 10:45:00,214,2,533.3,41,534,1,3,3,1-3-3,2.33,At-Risk
15756,United Kingdom,2011-04-04 14:00:00,2011-10-09 13:30:00,62,4,532.96,192,242,3,4,3,3-4-3,3.33,Loyal Customers
15825,United Kingdom,2011-06-20 13:27:00,2011-06-20 13:27:00,173,1,532.94,20,220,2,2,3,2-2-3,2.33,At-Risk
16706,United Kingdom,2011-08-17 15:53:00,2011-11-02 13:50:00,38,3,531.35,123,249,3,3,3,3-3-3,3.0,Loyal Customers
14265,Unspecified,2011-07-14 09:10:00,2011-08-22 13:32:00,110,2,530.18,31,330,2,3,3,2-3-3,2.67,At-Risk
18159,United Kingdom,2011-02-11 14:26:00,2011-02-11 14:26:00,302,1,530.15,23,139,1,2,3,1-2-3,2.0,At-Risk
14002,United Kingdom,2011-07-06 14:59:00,2011-07-28 15:55:00,135,2,529.73,47,877,2,3,3,2-3-3,2.67,At-Risk
14463,United Kingdom,2011-05-18 14:42:00,2011-09-02 15:20:00,99,3,529.62,6,179,2,3,3,2-3-3,2.67,At-Risk
16185,United Kingdom,2011-04-21 11:59:00,2011-11-23 09:41:00,17,2,529.41,31,260,4,3,3,4-3-3,3.33,Loyal Customers
17631,United Kingdom,2011-04-21 13:22:00,2011-12-08 09:47:00,2,3,528.33,39,334,5,3,3,5-3-3,3.67,Loyal Customers
16602,United Kingdom,2011-11-03 15:54:00,2011-11-03 15:54:00,37,1,528.08,29,336,3,2,3,3-2-3,2.67,Need Attention
12479,Germany,2011-11-28 13:26:00,2011-11-28 13:26:00,12,1,527.2,31,385,5,2,3,5-2-3,3.33,Potential Loyalists
17623,United Kingdom,2011-11-07 11:32:00,2011-11-07 11:32:00,33,1,527.05,33,265,3,2,3,3-2-3,2.67,Need Attention
18252,United Kingdom,2011-06-21 11:47:00,2011-10-20 12:43:00,51,2,526.67,98,239,3,3,3,3-3-3,3.0,Loyal Customers
16892,United Kingdom,2011-06-09 11:35:00,2011-12-08 13:18:00,2,5,525.54,99,239,5,4,3,5-4-3,4.0,Champions
17290,United Kingdom,2011-11-23 15:53:00,2011-12-06 12:38:00,4,2,525.24,102,404,5,3,3,5-3-3,3.67,Loyal Customers
17429,United Kingdom,2011-05-05 09:53:00,2011-08-03 13:22:00,129,3,524.92,39,624,2,3,3,2-3-3,2.67,At-Risk
15467,United Kingdom,2011-07-10 14:42:00,2011-11-30 14:17:00,10,3,524.88,52,310,5,3,3,5-3-3,3.67,Loyal Customers
15891,United Kingdom,2011-04-27 12:35:00,2011-04-27 12:35:00,227,1,524.52,62,442,1,2,3,1-2-3,2.0,At-Risk
13721,United Kingdom,2011-11-03 14:05:00,2011-11-03 14:05:00,37,1,524.14,28,316,3,2,3,3-2-3,2.67,Need Attention
17329,United Kingdom,2011-01-28 15:29:00,2011-11-25 14:24:00,15,2,523.11,33,142,4,3,3,4-3-3,3.33,Loyal Customers
18017,United Kingdom,2011-02-02 13:57:00,2011-09-19 16:15:00,82,3,523.0,3,300,2,3,3,2-3-3,2.67,At-Risk
17712,United Kingdom,2011-10-26 12:28:00,2011-10-26 12:28:00,45,1,522.91,29,215,3,2,3,3-2-3,2.67,Need Attention
14871,United Kingdom,2010-12-14 12:18:00,2011-12-06 13:42:00,4,4,522.38,98,185,5,4,3,5-4-3,4.0,Champions
12863,United Kingdom,2011-10-18 14:15:00,2011-10-18 14:15:00,53,1,521.2,5,188,3,2,3,3-2-3,2.67,Need Attention
15149,United Kingdom,2011-07-29 10:58:00,2011-07-29 10:58:00,134,1,520.8,23,128,2,2,3,2-2-3,2.33,At-Risk
14873,United Kingdom,2011-05-13 13:52:00,2011-05-13 13:52:00,211,1,519.68,28,168,1,2,3,1-2-3,2.0,At-Risk
12571,France,2011-08-10 12:35:00,2011-10-31 10:19:00,40,2,519.61,34,523,3,3,3,3-3-3,3.0,Loyal Customers
13643,United Kingdom,2011-06-07 11:40:00,2011-11-08 15:37:00,32,3,519.44,28,273,4,3,3,4-3-3,3.33,Loyal Customers
16955,United Kingdom,2010-12-01 13:31:00,2011-06-08 10:36:00,185,4,518.67,25,266,1,4,3,1-4-3,2.67,At-Risk
16650,United Kingdom,2011-09-29 09:51:00,2011-09-29 09:51:00,72,1,518.42,24,372,2,2,3,2-2-3,2.33,At-Risk
15030,United Kingdom,2011-03-16 15:34:00,2011-09-29 10:50:00,72,2,518.28,7,372,3,3,3,3-3-3,3.0,Loyal Customers
16135,United Kingdom,2011-03-22 12:30:00,2011-03-22 12:30:00,263,1,517.55,21,209,1,2,3,1-2-3,2.0,At-Risk
17454,United Kingdom,2010-12-15 10:54:00,2011-05-31 13:58:00,193,4,517.53,61,243,1,4,3,1-4-3,2.67,At-Risk
18205,United Kingdom,2011-09-26 12:02:00,2011-11-03 13:22:00,37,2,517.36,32,192,3,3,3,3-3-3,3.0,Loyal Customers
13043,United Kingdom,2011-03-11 14:52:00,2011-03-11 14:52:00,274,1,516.42,13,254,1,2,3,1-2-3,2.0,At-Risk
15882,United Kingdom,2010-12-06 13:01:00,2011-05-25 11:35:00,199,4,516.36,23,276,1,4,3,1-4-3,2.67,At-Risk
15809,United Kingdom,2011-02-10 11:16:00,2011-11-03 16:40:00,37,5,515.77,35,301,3,4,3,3-4-3,3.33,Loyal Customers
12811,Portugal,2011-02-28 15:39:00,2011-03-24 09:42:00,261,3,514.85,31,230,1,3,3,1-3-3,2.33,At-Risk
15246,United Kingdom,2010-12-16 09:46:00,2011-04-15 14:45:00,239,2,514.15,33,247,1,3,3,1-3-3,2.33,At-Risk
13005,United Kingdom,2011-04-07 13:32:00,2011-06-19 10:53:00,174,2,513.7,26,172,2,3,3,2-3-3,2.67,At-Risk
17513,United Kingdom,2011-09-28 16:42:00,2011-09-28 16:42:00,73,1,513.2,6,254,2,2,3,2-2-3,2.33,At-Risk
17805,United Kingdom,2011-09-27 11:49:00,2011-09-27 11:49:00,74,1,512.31,10,478,2,2,3,2-2-3,2.33,At-Risk
17480,United Kingdom,2011-09-23 11:39:00,2011-09-23 11:39:00,78,1,511.82,29,338,2,2,3,2-2-3,2.33,At-Risk
12582,Finland,2011-02-24 11:42:00,2011-04-15 08:45:00,239,2,511.36,22,300,1,3,3,1-3-3,2.33,At-Risk
14851,United Kingdom,2011-03-28 14:59:00,2011-11-16 14:20:00,24,2,511.35,28,325,4,3,3,4-3-3,3.33,Loyal Customers
16561,United Kingdom,2011-10-11 09:53:00,2011-12-04 11:50:00,6,2,511.12,31,244,5,3,3,5-3-3,3.67,Loyal Customers
15406,United Kingdom,2011-02-11 16:19:00,2011-11-08 13:22:00,32,2,510.71,53,254,4,3,3,4-3-3,3.33,Loyal Customers
12904,United Kingdom,2011-06-20 13:18:00,2011-11-21 14:34:00,19,2,509.58,72,302,4,3,3,4-3-3,3.33,Loyal Customers
12436,Norway,2011-09-01 12:09:00,2011-09-01 12:09:00,100,1,509.01,16,211,2,2,3,2-2-3,2.33,At-Risk
16898,United Kingdom,2010-12-06 12:23:00,2011-11-13 15:44:00,27,3,508.81,162,419,4,3,3,4-3-3,3.33,Loyal Customers
17391,United Kingdom,2011-06-28 12:21:00,2011-06-29 09:58:00,164,2,508.8,3,480,2,3,3,2-3-3,2.67,At-Risk
15417,United Kingdom,2011-09-15 15:26:00,2011-09-15 15:26:00,86,1,508.8,28,284,2,2,3,2-2-3,2.33,At-Risk
14317,United Kingdom,2011-10-06 10:44:00,2011-10-06 10:44:00,65,1,508.58,24,255,3,2,3,3-2-3,2.67,Need Attention
17958,United Kingdom,2011-08-15 12:19:00,2011-08-15 12:19:00,117,1,508.46,7,84,2,2,3,2-2-3,2.33,At-Risk
17415,United Kingdom,2011-09-21 12:50:00,2011-09-21 12:50:00,80,1,507.84,14,114,2,2,3,2-2-3,2.33,At-Risk
14158,United Kingdom,2011-10-30 15:08:00,2011-10-30 15:08:00,41,1,507.66,41,781,3,2,3,3-2-3,2.67,Need Attention
14820,United Kingdom,2011-06-19 14:56:00,2011-11-18 15:41:00,22,4,507.29,29,253,4,4,3,4-4-3,3.67,Champions
15721,United Kingdom,2011-11-28 12:14:00,2011-11-28 12:14:00,12,1,507.08,91,409,5,2,3,5-2-3,3.33,Potential Loyalists
16960,United Kingdom,2011-04-01 11:54:00,2011-11-01 11:35:00,39,3,507.05,101,304,3,3,3,3-3-3,3.0,Loyal Customers
13885,United Kingdom,2011-05-23 08:52:00,2011-06-03 15:07:00,190,2,506.8,28,182,1,3,3,1-3-3,2.33,At-Risk
16614,United Kingdom,2011-06-10 11:36:00,2011-06-10 11:36:00,183,1,506.19,26,223,1,2,3,1-2-3,2.0,At-Risk
